cif_file,atom_index,element,coordination_number
2021[Cu][nbo]3[ASR]2.cif,21,Cu,4
2021[Cu][nbo]3[ASR]2.cif,22,Cu,4
2021[Cu][nbo]3[ASR]2.cif,23,Cu,4
2021[Cu][nbo]3[ASR]2.cif,24,Cu,4
2021[Cu][nbo]3[ASR]2.cif,25,Cu,4
2021[Cu][nbo]3[ASR]2.cif,26,Cu,4
2021[Cu][nbo]3[ASR]2.cif,27,Cu,4
2021[Cu][nbo]3[ASR]2.cif,28,Cu,4
2021[Cu][nbo]3[ASR]2.cif,29,Cu,4
2021[Cu][nbo]3[ASR]2.cif,30,Cu,4
2021[Cu][nbo]3[ASR]2.cif,31,Cu,4
2021[Cu][nbo]3[ASR]2.cif,32,Cu,4
2021[Cu][nbo]3[ASR]2.cif,33,Cu,4
2021[Cu][nbo]3[ASR]2.cif,34,Cu,4
2021[Cu][nbo]3[ASR]2.cif,35,Cu,4
2021[Cu][nbo]3[ASR]2.cif,36,Cu,4
2021[Cu][nbo]3[ASR]2.cif,37,Cu,4
2021[Cu][nbo]3[ASR]2.cif,38,Cu,4
2021[Cu][nbo]3[ASR]2.cif,39,Cu,4
2021[Cu][nbo]3[ASR]2.cif,40,Cu,4
2021[Cu][nbo]3[ASR]2.cif,41,Cu,4
2021[Cu][nbo]3[ASR]2.cif,42,Cu,4
2021[Cu][nbo]3[ASR]2.cif,43,Cu,4
2021[Cu][nbo]3[ASR]2.cif,44,Cu,4
2021[Cu][nbo]3[ASR]2.cif,45,Cu,4
2021[Cu][nbo]3[ASR]2.cif,46,Cu,4
2021[Cu][nbo]3[ASR]2.cif,47,Cu,4
2021[Cu][pcu]3[ASR]1.cif,0,Cu,5
2021[Cu][pcu]3[ASR]1.cif,1,Cu,5
2021[Cu][pcu]3[ASR]1.cif,2,Cu,5
2021[Cu][pcu]3[ASR]1.cif,3,Cu,5
2021[Cu][pcu]3[ASR]2.cif,0,Cu,5
2021[Cu][pcu]3[ASR]2.cif,1,Cu,5
2021[Cu][pcu]3[ASR]2.cif,2,Cu,5
2021[Cu][pcu]3[ASR]2.cif,3,Cu,5
2021[Cu][pcu]3[ASR]3.cif,0,Cu,5
2021[Cu][pcu]3[ASR]3.cif,1,Cu,5
2021[Cu][pcu]3[ASR]3.cif,2,Cu,5
2021[Cu][pcu]3[ASR]3.cif,3,Cu,5
2021[Cu][pcu]3[ASR]3.cif,4,Cu,5
2021[Cu][pcu]3[ASR]3.cif,5,Cu,5
2021[Cu][pcu]3[ASR]3.cif,6,Cu,5
2021[Cu][pcu]3[ASR]3.cif,7,Cu,5
2021[Cu][sql]2[ASR]1.cif,0,Cu,5
2021[Cu][sql]2[ASR]1.cif,1,Cu,5
2021[Cu][sql]2[ASR]1.cif,2,Cu,5
2021[Cu][sql]2[ASR]1.cif,3,Cu,5
2021[Cu][sql]2[ASR]1.cif,4,Cu,5
2021[Cu][sql]2[ASR]1.cif,5,Cu,5
2021[Cu][sql]2[ASR]1.cif,6,Cu,5
2021[Cu][sql]2[ASR]1.cif,7,Cu,5
2021[Cu][sql]2[ASR]4.cif,0,Cu,4
2021[Cu][sql]2[ASR]4.cif,1,Cu,4
2021[Cu][sql]2[ASR]4.cif,2,Cu,4
2021[Cu][sql]2[ASR]4.cif,3,Cu,4
2021[Cu][sql]2[ASR]5.cif,0,Cu,5
2021[Cu][sql]2[ASR]5.cif,1,Cu,5
2021[Cu][sql]2[ASR]5.cif,2,Cu,5
2021[Cu][sql]2[ASR]5.cif,3,Cu,5
2021[Cu][sql]2[ASR]5.cif,4,Cu,5
2021[Cu][sql]2[ASR]5.cif,5,Cu,5
2021[Cu][sql]2[ASR]5.cif,6,Cu,5
2021[Cu][sql]2[ASR]5.cif,7,Cu,5
2021[Cu][sql]2[ASR]6.cif,0,Cu,4
2021[Cu][sql]2[ASR]6.cif,1,Cu,4
2021[Cu][sql]2[ASR]6.cif,2,Cu,4
2021[Cu][sql]2[ASR]6.cif,3,Cu,4
2021[Cu][sql]2[ASR]7.cif,0,Cu,5
2021[Cu][sql]2[ASR]7.cif,1,Cu,5
2021[Cu][sql]2[ASR]7.cif,2,Cu,5
2021[Cu][sql]2[ASR]7.cif,3,Cu,5
2021[Cu][sql]2[ASR]8.cif,0,Cu,4
2021[Cu][sql]2[ASR]8.cif,1,Cu,4
2021[Cu][sql]2[ASR]8.cif,2,Cu,4
2021[Cu][sql]2[ASR]8.cif,3,Cu,4
2021[Cu][sql]2[ASR]9.cif,0,Cu,4
2021[Cu][sql]2[ASR]9.cif,1,Cu,4
2021[Cu][sql]2[ASR]9.cif,2,Cu,4
2021[Cu][sql]2[ASR]9.cif,3,Cu,4
2021[Fe][acs]3[ASR]1.cif,0,Fe,5
2021[Fe][acs]3[ASR]1.cif,1,Fe,5
2021[Fe][acs]3[ASR]1.cif,2,Fe,5
2021[Fe][acs]3[ASR]1.cif,3,Fe,5
2021[Fe][acs]3[ASR]1.cif,4,Fe,5
2021[Fe][acs]3[ASR]1.cif,5,Fe,5
2021[Mn][nan]2[ASR]1.cif,0,Mn,5
2021[Mn][nan]2[ASR]1.cif,1,Mn,5
2021[Mn][nan]2[ASR]1.cif,2,Mn,5
2021[Mn][nan]2[ASR]1.cif,3,Mn,5
2021[Mn][nan]3[ASR]2.cif,0,Mn,4
2021[Mn][nan]3[ASR]2.cif,1,Mn,5
2021[Mn][nan]3[ASR]2.cif,2,Mn,5
2021[Mn][nan]3[ASR]2.cif,3,Mn,4
2021[Mn][nan]3[ASR]2.cif,4,Mn,5
2021[Mn][nan]3[ASR]2.cif,5,Mn,5
2021[Mn][nan]3[ASR]2.cif,6,Mn,4
2021[Mn][nan]3[ASR]2.cif,7,Mn,5
2021[Mn][nan]3[ASR]2.cif,8,Mn,5
2021[Mn][nan]3[ASR]2.cif,9,Mn,4
2021[Mn][nan]3[ASR]2.cif,10,Mn,5
2021[Mn][nan]3[ASR]2.cif,11,Mn,5
2021[Mn][sql]2[ASR]1.cif,2,Mn,5
2021[Mn][sql]2[ASR]1.cif,3,Mn,5
2021[Mn][sql]2[ASR]1.cif,4,Mn,5
2021[Mn][sql]2[ASR]1.cif,5,Mn,5
2021[Ni][nan]3[ASR]1.cif,2,Ni,5
2021[Ni][nan]3[ASR]1.cif,3,Ni,5
2021[Ni][nan]3[ASR]1.cif,4,Ni,5
2021[Ni][nan]3[ASR]1.cif,5,Ni,5
2021[SiMn][kgd]2[ASR]1.cif,0,Mn,4
2021[SiMn][kgd]2[ASR]1.cif,1,Mn,4
2021[SiMn][kgd]2[ASR]1.cif,2,Mn,4
2021[SiMn][kgd]2[ASR]1.cif,3,Mn,4
2021[SiMn][kgd]2[ASR]1.cif,8,Mn,4
2021[SiMn][kgd]2[ASR]1.cif,9,Mn,4
2021[SiMn][kgd]2[ASR]1.cif,10,Mn,4
2021[SiMn][kgd]2[ASR]1.cif,11,Mn,4
2021[Zn][nan]2[ASR]1.cif,0,Zn,3
2021[Zn][nan]2[ASR]1.cif,1,Zn,3
2021[Zn][nan]3[ASR]5.cif,0,Zn,3
2021[Zn][nan]3[ASR]5.cif,1,Zn,3
2021[Zn][nan]3[ASR]5.cif,6,Zn,3
2021[Zn][nan]3[ASR]5.cif,7,Zn,3
2021[Zn][nan]3[ASR]5.cif,10,Zn,3
2021[Zn][nan]3[ASR]5.cif,11,Zn,3
2021[Zn][nan]3[ASR]5.cif,12,Zn,3
2021[Zn][nan]3[ASR]5.cif,13,Zn,3
2021[Zn][nan]3[ASR]5.cif,14,Zn,3
2021[Zn][nan]3[ASR]5.cif,15,Zn,3
2021[Zn][nan]3[ASR]5.cif,20,Zn,3
2021[Zn][nan]3[ASR]5.cif,21,Zn,3
2021[Zn][nan]3[ASR]5.cif,24,Zn,3
2021[Zn][nan]3[ASR]5.cif,25,Zn,3
2021[Zn][nan]3[ASR]5.cif,26,Zn,3
2021[Zn][nan]3[ASR]5.cif,27,Zn,3
2021[Zn][srs]3[ASR]1.cif,0,Zn,3
2021[Zn][srs]3[ASR]1.cif,1,Zn,3
2021[Zn][srs]3[ASR]1.cif,2,Zn,3
2021[Zn][srs]3[ASR]1.cif,3,Zn,3
2022[CoMn][sql]2[ASR]1.cif,0,Mn,4
2022[CoMn][sql]2[ASR]1.cif,1,Mn,4
2022[CoMn][sql]2[ASR]1.cif,2,Mn,4
2022[CoMn][sql]2[ASR]1.cif,3,Mn,4
2022[CoMn][sql]2[ASR]1.cif,4,Co,4
2022[CoMn][sql]2[ASR]1.cif,5,Co,4
2022[CoMn][sql]2[ASR]1.cif,6,Co,4
2022[CoMn][sql]2[ASR]1.cif,7,Co,4
2022[Co][bcg]3[ASR]1.cif,0,Co,4
2022[Co][bcg]3[ASR]1.cif,1,Co,4
2022[Co][bcg]3[ASR]1.cif,2,Co,4
2022[Co][bcg]3[ASR]1.cif,3,Co,4
2022[Co][hxl]2[ASR]1.cif,0,Co,4
2022[Co][hxl]2[ASR]1.cif,1,Co,4
2022[Co][hxl]2[ASR]1.cif,2,Co,4
2022[Co][hxl]2[ASR]1.cif,3,Co,4
2022[Co][sql]2[ASR]1.cif,0,Co,4
2022[Co][sql]2[ASR]1.cif,1,Co,4
2022[Co][sql]2[ASR]1.cif,2,Co,4
2022[Co][sql]2[ASR]1.cif,3,Co,4
2022[Co][sql]2[ASR]1.cif,4,Co,4
2022[Co][sql]2[ASR]1.cif,5,Co,4
2022[Co][sql]2[ASR]1.cif,6,Co,4
2022[Co][sql]2[ASR]1.cif,7,Co,4
2022[Cu][bnn]3[ASR]1.cif,0,Cu,5
2022[Cu][bnn]3[ASR]1.cif,1,Cu,5
2022[Cu][bnn]3[ASR]1.cif,2,Cu,5
2022[Cu][bnn]3[ASR]1.cif,3,Cu,5
2022[Cu][bnn]3[ASR]1.cif,4,Cu,5
2022[Cu][bnn]3[ASR]1.cif,5,Cu,5
2022[Cu][bnn]3[ASR]1.cif,6,Cu,5
2022[Cu][bnn]3[ASR]1.cif,7,Cu,5
2022[Cu][sql]2[ASR]1.cif,0,Cu,5
2022[Cu][sql]2[ASR]1.cif,1,Cu,5
2022[Cu][sql]2[ASR]1.cif,2,Cu,5
2022[Cu][sql]2[ASR]1.cif,3,Cu,5
2022[Cu][sql]2[ASR]1.cif,4,Cu,4
2022[Cu][sql]2[ASR]1.cif,5,Cu,4
2022[Cu][sql]2[ASR]1.cif,6,Cu,4
2022[Cu][sql]2[ASR]1.cif,7,Cu,4
2022[Cu][sql]2[ASR]1.cif,8,Cu,5
2022[Cu][sql]2[ASR]1.cif,9,Cu,5
2022[Cu][sql]2[ASR]1.cif,10,Cu,5
2022[Cu][sql]2[ASR]1.cif,11,Cu,5
2022[Cu][sql]2[ASR]1.cif,12,Cu,4
2022[Cu][sql]2[ASR]1.cif,13,Cu,4
2022[Cu][sql]2[ASR]1.cif,14,Cu,4
2022[Cu][sql]2[ASR]1.cif,15,Cu,4
2022[Cu][sql]2[ASR]2.cif,0,Cu,4
2022[Cu][sql]2[ASR]2.cif,1,Cu,4
2022[Cu][sql]2[ASR]2.cif,2,Cu,4
2022[Cu][sql]2[ASR]2.cif,3,Cu,4
2022[Cu][sql]2[ASR]2.cif,4,Cu,4
2022[Cu][sql]2[ASR]2.cif,5,Cu,4
2022[Cu][sql]2[ASR]2.cif,6,Cu,4
2022[Cu][sql]2[ASR]2.cif,7,Cu,4
2022[Cu][sql]2[ASR]2.cif,8,Cu,4
2022[Cu][sql]2[ASR]2.cif,9,Cu,4
2022[Cu][sql]2[ASR]2.cif,10,Cu,4
2022[Cu][sql]2[ASR]2.cif,11,Cu,4
2022[Cu][sql]2[ASR]2.cif,12,Cu,4
2022[Cu][sql]2[ASR]2.cif,13,Cu,4
2022[Cu][sql]2[ASR]2.cif,14,Cu,4
2022[Cu][sql]2[ASR]2.cif,15,Cu,4
2022[Cu][sql]2[ASR]3.cif,0,Cu,4
2022[Cu][sql]2[ASR]3.cif,1,Cu,4
2022[Cu][sql]2[ASR]3.cif,2,Cu,4
2022[Cu][sql]2[ASR]3.cif,3,Cu,4
2022[Cu][sql]2[ASR]3.cif,4,Cu,4
2022[Cu][sql]2[ASR]3.cif,5,Cu,4
2022[Cu][sql]2[ASR]3.cif,6,Cu,4
2022[Cu][sql]2[ASR]3.cif,7,Cu,4
2022[Cu][sql]2[ASR]3.cif,8,Cu,4
2022[Cu][sql]2[ASR]3.cif,9,Cu,4
2022[Cu][sql]2[ASR]3.cif,10,Cu,4
2022[Cu][sql]2[ASR]3.cif,11,Cu,4
2022[Cu][sql]2[ASR]3.cif,12,Cu,4
2022[Cu][sql]2[ASR]3.cif,13,Cu,4
2022[Cu][sql]2[ASR]3.cif,14,Cu,4
2022[Cu][sql]2[ASR]3.cif,15,Cu,4
2022[Cu][sql]2[ASR]4.cif,0,Cu,4
2022[Cu][sql]2[ASR]4.cif,1,Cu,4
2022[Cu][sql]2[ASR]4.cif,2,Cu,4
2022[Cu][sql]2[ASR]4.cif,3,Cu,4
2022[Cu][sql]2[ASR]4.cif,4,Cu,4
2022[Cu][sql]2[ASR]4.cif,5,Cu,4
2022[Cu][sql]2[ASR]4.cif,6,Cu,4
2022[Cu][sql]2[ASR]4.cif,7,Cu,4
2022[Cu][sql]2[ASR]4.cif,8,Cu,4
2022[Cu][sql]2[ASR]4.cif,9,Cu,4
2022[Cu][sql]2[ASR]4.cif,10,Cu,4
2022[Cu][sql]2[ASR]4.cif,11,Cu,4
2022[Cu][sql]2[ASR]4.cif,12,Cu,4
2022[Cu][sql]2[ASR]4.cif,13,Cu,4
2022[Cu][sql]2[ASR]4.cif,14,Cu,4
2022[Cu][sql]2[ASR]4.cif,15,Cu,4
2022[Cu][sql]2[ASR]5.cif,0,Cu,4
2022[Cu][sql]2[ASR]5.cif,1,Cu,4
2022[Cu][sql]2[ASR]5.cif,2,Cu,4
2022[Cu][sql]2[ASR]5.cif,3,Cu,4
2022[Cu][sql]2[ASR]5.cif,4,Cu,4
2022[Cu][sql]2[ASR]5.cif,5,Cu,4
2022[Cu][sql]2[ASR]5.cif,6,Cu,4
2022[Cu][sql]2[ASR]5.cif,7,Cu,4
2022[Cu][sql]2[ASR]5.cif,8,Cu,4
2022[Cu][sql]2[ASR]5.cif,9,Cu,4
2022[Cu][sql]2[ASR]5.cif,10,Cu,4
2022[Cu][sql]2[ASR]5.cif,11,Cu,4
2022[Cu][sql]2[ASR]5.cif,12,Cu,4
2022[Cu][sql]2[ASR]5.cif,13,Cu,4
2022[Cu][sql]2[ASR]5.cif,14,Cu,4
2022[Cu][sql]2[ASR]5.cif,15,Cu,4
2022[Cu][sql]2[ASR]6.cif,0,Cu,4
2022[Cu][sql]2[ASR]6.cif,1,Cu,4
2022[Cu][sql]2[ASR]6.cif,2,Cu,4
2022[Cu][sql]2[ASR]6.cif,3,Cu,4
2022[Cu][sql]2[ASR]6.cif,4,Cu,4
2022[Cu][sql]2[ASR]6.cif,5,Cu,4
2022[Cu][sql]2[ASR]6.cif,6,Cu,4
2022[Cu][sql]2[ASR]6.cif,7,Cu,4
2022[Cu][sql]2[ASR]6.cif,8,Cu,4
2022[Cu][sql]2[ASR]6.cif,9,Cu,4
2022[Cu][sql]2[ASR]6.cif,10,Cu,4
2022[Cu][sql]2[ASR]6.cif,11,Cu,4
2022[Cu][sql]2[ASR]6.cif,12,Cu,4
2022[Cu][sql]2[ASR]6.cif,13,Cu,4
2022[Cu][sql]2[ASR]6.cif,14,Cu,4
2022[Cu][sql]2[ASR]6.cif,15,Cu,4
2022[Cu][sql]2[ASR]7.cif,0,Cu,4
2022[Cu][sql]2[ASR]7.cif,1,Cu,4
2022[Cu][sql]2[ASR]7.cif,2,Cu,4
2022[Cu][sql]2[ASR]7.cif,3,Cu,4
2022[Cu][sql]2[ASR]7.cif,4,Cu,4
2022[Cu][sql]2[ASR]7.cif,5,Cu,4
2022[Cu][sql]2[ASR]7.cif,6,Cu,4
2022[Cu][sql]2[ASR]7.cif,7,Cu,4
2022[Cu][sql]2[ASR]7.cif,8,Cu,4
2022[Cu][sql]2[ASR]7.cif,9,Cu,4
2022[Cu][sql]2[ASR]7.cif,10,Cu,4
2022[Cu][sql]2[ASR]7.cif,11,Cu,4
2022[Cu][sql]2[ASR]7.cif,12,Cu,4
2022[Cu][sql]2[ASR]7.cif,13,Cu,4
2022[Cu][sql]2[ASR]7.cif,14,Cu,4
2022[Cu][sql]2[ASR]7.cif,15,Cu,4
2022[InCu][dia]3[ASR]1.cif,8,Cu,4
2022[InCu][dia]3[ASR]1.cif,9,Cu,4
2022[InCu][dia]3[ASR]1.cif,10,Cu,4
2022[InCu][dia]3[ASR]1.cif,11,Cu,4
2022[InCu][dia]3[ASR]1.cif,12,Cu,4
2022[InCu][dia]3[ASR]1.cif,13,Cu,4
2022[InCu][dia]3[ASR]1.cif,14,Cu,4
2022[InCu][dia]3[ASR]1.cif,15,Cu,4
2022[InCu][dia]3[ASR]1.cif,16,Cu,4
2022[InCu][dia]3[ASR]1.cif,17,Cu,4
2022[InCu][dia]3[ASR]1.cif,18,Cu,4
2022[InCu][dia]3[ASR]1.cif,19,Cu,4
2022[InCu][dia]3[ASR]1.cif,20,Cu,4
2022[InCu][dia]3[ASR]1.cif,21,Cu,4
2022[InCu][dia]3[ASR]1.cif,22,Cu,4
2022[InCu][dia]3[ASR]1.cif,23,Cu,4
2022[InCu][dia]3[ASR]1.cif,24,Cu,4
2022[InCu][dia]3[ASR]1.cif,25,Cu,4
2022[InCu][dia]3[ASR]1.cif,26,Cu,4
2022[InCu][dia]3[ASR]1.cif,27,Cu,4
2022[InCu][dia]3[ASR]1.cif,28,Cu,4
2022[InCu][dia]3[ASR]1.cif,29,Cu,4
2022[InCu][dia]3[ASR]1.cif,30,Cu,4
2022[InCu][dia]3[ASR]1.cif,31,Cu,4
2022[InCu][dia]3[ASR]1.cif,32,Cu,4
2022[InCu][dia]3[ASR]1.cif,33,Cu,4
2022[InCu][dia]3[ASR]1.cif,34,Cu,4
2022[InCu][dia]3[ASR]1.cif,35,Cu,4
2022[InCu][dia]3[ASR]1.cif,36,Cu,4
2022[InCu][dia]3[ASR]1.cif,37,Cu,4
2022[InCu][dia]3[ASR]1.cif,38,Cu,4
2022[InCu][dia]3[ASR]1.cif,39,Cu,4
2022[Mg][nan]3[ASR]1.cif,0,Mg,5
2022[Mg][nan]3[ASR]1.cif,1,Mg,5
2022[Mg][nan]3[ASR]1.cif,2,Mg,5
2022[Mg][nan]3[ASR]1.cif,3,Mg,5
2022[Mg][nan]3[ASR]1.cif,4,Mg,5
2022[Mg][nan]3[ASR]1.cif,5,Mg,5
2022[Mg][nan]3[ASR]1.cif,6,Mg,5
2022[Mg][nan]3[ASR]1.cif,7,Mg,5
2022[Mn][sql]2[ASR]1.cif,0,Mn,5
2022[Mn][sql]2[ASR]1.cif,1,Mn,5
2022[Mn][sql]2[ASR]1.cif,2,Mn,4
2022[Mn][sql]2[ASR]1.cif,3,Mn,4
2022[Mn][sql]2[ASR]1.cif,4,Mn,5
2022[Mn][sql]2[ASR]1.cif,5,Mn,5
2022[Mn][sql]2[ASR]1.cif,6,Mn,4
2022[Mn][sql]2[ASR]1.cif,7,Mn,4
2022[Ni][crb]3[ASR]1.cif,0,Ni,5
2022[Ni][crb]3[ASR]1.cif,1,Ni,5
2022[Ni][crb]3[ASR]1.cif,2,Ni,5
2022[Ni][crb]3[ASR]1.cif,3,Ni,5
2022[Zr][lvt]3[ASR]1.cif,0,Zr,6
2022[Zr][lvt]3[ASR]1.cif,1,Zr,6
2022[Zr][lvt]3[ASR]1.cif,2,Zr,6
2022[Zr][lvt]3[ASR]1.cif,3,Zr,6
2022[Zr][lvt]3[ASR]1.cif,4,Zr,6
2022[Zr][lvt]3[ASR]1.cif,5,Zr,6
2022[Zr][lvt]3[ASR]1.cif,6,Zr,6
2022[Zr][lvt]3[ASR]1.cif,7,Zr,6
2022[Zr][lvt]3[ASR]1.cif,12,Zr,6
2022[Zr][lvt]3[ASR]1.cif,13,Zr,6
2022[Zr][lvt]3[ASR]1.cif,14,Zr,6
2022[Zr][lvt]3[ASR]1.cif,15,Zr,6
2022[Zr][lvt]3[ASR]1.cif,16,Zr,6
2022[Zr][lvt]3[ASR]1.cif,17,Zr,6
2022[Zr][lvt]3[ASR]1.cif,18,Zr,6
2022[Zr][lvt]3[ASR]1.cif,19,Zr,6
2022[Zr][she]3[ASR]1.cif,0,Zr,1
2022[Zr][she]3[ASR]1.cif,1,Zr,1
2022[Zr][she]3[ASR]1.cif,2,Zr,1
2022[Zr][she]3[ASR]1.cif,3,Zr,1
2022[Zr][she]3[ASR]1.cif,4,Zr,1
2022[Zr][she]3[ASR]1.cif,5,Zr,1
2022[Zr][she]3[ASR]1.cif,6,Zr,1
2022[Zr][she]3[ASR]1.cif,7,Zr,1
2022[Zr][she]3[ASR]1.cif,8,Zr,1
2022[Zr][she]3[ASR]1.cif,9,Zr,1
2022[Zr][she]3[ASR]1.cif,10,Zr,1
2022[Zr][she]3[ASR]1.cif,11,Zr,1
2022[Zr][she]3[ASR]1.cif,12,Zr,1
2022[Zr][she]3[ASR]1.cif,13,Zr,1
2022[Zr][she]3[ASR]1.cif,14,Zr,1
2022[Zr][she]3[ASR]1.cif,15,Zr,1
2022[Zr][she]3[ASR]1.cif,16,Zr,1
2022[Zr][she]3[ASR]1.cif,17,Zr,1
2022[Zr][she]3[ASR]1.cif,18,Zr,1
2022[Zr][she]3[ASR]1.cif,19,Zr,1
2022[Zr][she]3[ASR]1.cif,20,Zr,1
2022[Zr][she]3[ASR]1.cif,21,Zr,1
2022[Zr][she]3[ASR]1.cif,22,Zr,1
2022[Zr][she]3[ASR]1.cif,23,Zr,1
2022[Zr][she]3[ASR]1.cif,24,Zr,6
2022[Zr][she]3[ASR]1.cif,25,Zr,6
2022[Zr][she]3[ASR]1.cif,26,Zr,6
2022[Zr][she]3[ASR]1.cif,27,Zr,6
2022[Zr][she]3[ASR]1.cif,28,Zr,6
2022[Zr][she]3[ASR]1.cif,29,Zr,6
2022[Zr][she]3[ASR]1.cif,30,Zr,6
2022[Zr][she]3[ASR]1.cif,31,Zr,6
2022[Zr][she]3[ASR]1.cif,32,Zr,6
2022[Zr][she]3[ASR]1.cif,33,Zr,6
2022[Zr][she]3[ASR]1.cif,34,Zr,6
2022[Zr][she]3[ASR]1.cif,35,Zr,6
2022[Zr][she]3[ASR]1.cif,36,Zr,6
2022[Zr][she]3[ASR]1.cif,37,Zr,6
2022[Zr][she]3[ASR]1.cif,38,Zr,6
2022[Zr][she]3[ASR]1.cif,39,Zr,6
2022[Zr][she]3[ASR]1.cif,40,Zr,6
2022[Zr][she]3[ASR]1.cif,41,Zr,6
2022[Zr][she]3[ASR]1.cif,42,Zr,6
2022[Zr][she]3[ASR]1.cif,43,Zr,6
2022[Zr][she]3[ASR]1.cif,44,Zr,6
2022[Zr][she]3[ASR]1.cif,45,Zr,6
2022[Zr][she]3[ASR]1.cif,46,Zr,6
2022[Zr][she]3[ASR]1.cif,47,Zr,6
2023[Co][ato]3[ASR]1.cif,0,Co,5
2023[Co][ato]3[ASR]1.cif,1,Co,5
2023[Co][ato]3[ASR]1.cif,2,Co,5
2023[Co][ato]3[ASR]1.cif,3,Co,5
2023[Co][ato]3[ASR]1.cif,4,Co,5
2023[Co][ato]3[ASR]1.cif,5,Co,5
2023[Co][ato]3[ASR]2.cif,0,Co,4
2023[Co][ato]3[ASR]2.cif,1,Co,4
2023[Co][ato]3[ASR]2.cif,2,Co,4
2023[Co][ato]3[ASR]2.cif,3,Co,4
2023[Co][ato]3[ASR]2.cif,4,Co,4
2023[Co][ato]3[ASR]2.cif,5,Co,4
2023[Co][nan]2[ASR]1.cif,0,Co,4
2023[Co][nan]2[ASR]1.cif,1,Co,4
2023[Co][nan]2[ASR]1.cif,2,Co,4
2023[Co][nan]2[ASR]1.cif,3,Co,4
2023[Co][nan]3[ASR]1.cif,2,Co,5
2023[Co][nan]3[ASR]1.cif,3,Co,5
2023[Co][nan]3[ASR]1.cif,4,Co,4
2023[Co][nan]3[ASR]1.cif,5,Co,4
2023[Co][sql]2[ASR]1.cif,0,Co,5
2023[Co][sql]2[ASR]1.cif,1,Co,5
2023[Co][sql]2[ASR]1.cif,2,Co,5
2023[Co][sql]2[ASR]1.cif,3,Co,5
2023[Co][sql]2[ASR]2.cif,0,Co,5
2023[Co][sql]2[ASR]2.cif,1,Co,5
2023[CuSc][flu]3[ASR]1.cif,8,Cu,5
2023[CuSc][flu]3[ASR]1.cif,9,Cu,5
2023[CuSc][flu]3[ASR]1.cif,10,Cu,5
2023[CuSc][flu]3[ASR]1.cif,11,Cu,5
2023[CuSc][flu]3[ASR]1.cif,12,Cu,5
2023[CuSc][flu]3[ASR]1.cif,13,Cu,5
2023[CuSc][flu]3[ASR]1.cif,14,Cu,5
2023[CuSc][flu]3[ASR]1.cif,15,Cu,5
2023[CuSc][flu]3[ASR]1.cif,16,Cu,5
2023[CuSc][flu]3[ASR]1.cif,17,Cu,5
2023[CuSc][flu]3[ASR]1.cif,18,Cu,5
2023[CuSc][flu]3[ASR]1.cif,19,Cu,5
2023[CuSc][flu]3[ASR]1.cif,20,Cu,5
2023[CuSc][flu]3[ASR]1.cif,21,Cu,5
2023[CuSc][flu]3[ASR]1.cif,22,Cu,5
2023[CuSc][flu]3[ASR]1.cif,23,Cu,5
2023[Cu][ctn]3[ASR]1.cif,0,Cu,4
2023[Cu][ctn]3[ASR]1.cif,1,Cu,4
2023[Cu][ctn]3[ASR]1.cif,2,Cu,4
2023[Cu][ctn]3[ASR]1.cif,3,Cu,4
2023[Cu][ctn]3[ASR]1.cif,4,Cu,4
2023[Cu][ctn]3[ASR]1.cif,5,Cu,4
2023[Cu][nan]3[ASR]3.cif,8,Cu,5
2023[Cu][nan]3[ASR]3.cif,9,Cu,5
2023[Cu][nan]3[ASR]3.cif,10,Cu,5
2023[Cu][nan]3[ASR]3.cif,11,Cu,5
2023[Cu][nan]3[ASR]3.cif,12,Cu,5
2023[Cu][nan]3[ASR]3.cif,13,Cu,5
2023[Cu][nan]3[ASR]3.cif,14,Cu,5
2023[Cu][nan]3[ASR]3.cif,15,Cu,5
2023[Cu][nan]3[ASR]4.cif,0,Cu,4
2023[Cu][nan]3[ASR]4.cif,1,Cu,4
2023[Cu][nan]3[ASR]4.cif,2,Cu,4
2023[Cu][nan]3[ASR]4.cif,3,Cu,4
2023[Cu][nan]3[ASR]4.cif,4,Cu,4
2023[Cu][nan]3[ASR]4.cif,5,Cu,4
2023[Cu][nan]3[ASR]4.cif,6,Cu,4
2023[Cu][nan]3[ASR]4.cif,7,Cu,4
2023[Cu][sql]2[ASR]1.cif,0,Cu,4
2023[Cu][sql]2[ASR]1.cif,1,Cu,4
2023[Cu][sql]2[ASR]1.cif,2,Cu,4
2023[Cu][sql]2[ASR]1.cif,3,Cu,4
2023[Ni][sql]2[ASR]1.cif,0,Ni,5
2023[Ni][sql]2[ASR]1.cif,1,Ni,5
2023[Ni][sql]2[ASR]1.cif,2,Ni,5
2023[Ni][sql]2[ASR]1.cif,3,Ni,5
2023[Zn][hmc]3[ASR]1.cif,2,Zn,3
2023[Zn][hmc]3[ASR]1.cif,3,Zn,3
2023[Zn][hmc]3[ASR]1.cif,6,Zn,3
2023[Zn][hmc]3[ASR]1.cif,7,Zn,3
2023[Zn][hmc]3[ASR]1.cif,10,Zn,3
2023[Zn][hmc]3[ASR]1.cif,11,Zn,3
2023[Zn][hmc]3[ASR]1.cif,14,Zn,3
2023[Zn][hmc]3[ASR]1.cif,15,Zn,3
2023[Zn][hmc]3[ASR]1.cif,18,Zn,3
2023[Zn][hmc]3[ASR]1.cif,19,Zn,3
2023[Zn][hmc]3[ASR]1.cif,22,Zn,3
